"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50"
"g94",190.273,4148.291,22.825,10.469,4.112,737.225,1.057,89.447,129.695,419.818,27.379,0,46.686,83.016,11.465,72.548,72.987,42.452,71.971,34.368,33.585,5.392,0,1.577,127.575,0,68.953,0,31.586,6.148,0,28.862,0,0,15.474,10.057,0,94.598,0,1.968,123.14,1025.646,108.663,0,39.348,0,4.58,1.971,136.475,0
"g95",127.396,4731.162,786.186,43.968,61.681,340.82,1027.672,132.906,133.079,10.303,4.978,781.577,211.548,143.692,660.472,647.132,1580.762,1766.299,16.193,317.746,396.663,42.367,287.403,93.047,9.02,25.935,0,164.81,238.251,3.513,1021.966,197.415,928.526,189.034,64.217,77.59,607.162,638.995,0.926,310.948,64.759,1763.563,820.326,84.417,222.268,1465.567,858.222,1181.366,15.509,8.869
"g96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g97",0,216.495,0,0,2.056,192.099,11.63,0,13.533,2.81,0,11.771,0,28.498,0,5.804,0.575,0.772,8.996,0,0,3.081,1.312,6.308,20.618,16.672,0,0,13.537,64.883,0,3.475,0.709,3.974,0,0.718,125.322,0,8.657,348.297,0,6.6,0,0,0,1.724,5.496,0,0,2.534
"g98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g99",0,0,2.075,0,8.224,0,0,0,0,0.553,0,0,0,3.643,0,0,0,0,68.228,0,0,0,1.207,0,0,0,0,0,0,0,1.718,0,0,0,0,0,0,0,0,0,1.5,1.32,0,0,0,0,0,0,0,0
"g100",1891.12,1403.208,566.482,571.836,1157.541,12.393,427.171,15.422,1048.841,3.747,10.786,0,125.47,3.717,1478.983,37.725,14.81,1644.81,8.996,624.915,88.046,1711.055,845.018,1137.062,48.968,1.852,406.699,84.196,1036.104,23.712,205.553,2945.292,1214.478,178.917,844.884,510.145,617.156,16.712,381.762,3004.187,1.579,6.6,591.554,578.286,322.759,1844.727,438.728,6.897,1991.094,589.155
"g101",0,0,0,0,0,6.197,0.804,0,3.316,0,2.489,0,0.846,0,1.439,0,0.575,0,8.996,1.059,1.779,0.778,1.325,0,0,3.705,0,0,0,2.231,4.709,0,2.22,0,1.547,4.87,1.981,0,0,5.234,1.579,10.323,0,0,1.164,4.293,0,0,0,0
"g102",1.416,11.565,163.927,0,0,6.197,0,12.338,0,33.72,0.83,1106.449,77.324,115.231,1.274,1686.403,2.299,949.382,1.799,0,0,0,34.121,277.563,39.948,240.823,1.768,0,0.902,0,0.965,1.154,63.137,0,286.99,0,122.436,41.78,0,9.839,3.157,1339.262,746.804,0.789,0.532,93.107,719.981,0,0,43.078
"g103",0,4.279,117.55,2.45,12.562,24.539,145.661,7.248,210.738,9.807,2.506,22.341,1.474,130.322,4.904,5.804,8.506,532.043,103.422,4.917,5.092,2.804,1.391,77.339,203.269,5.706,0,539.86,4.936,1.756,93.474,141.908,6.108,248.061,3.853,26.184,0,6.384,4.389,34.377,87.272,1127.765,2.272,0,3.339,10.716,1.841,32.997,2.714,0.507
"g104",111.825,0,0,6.281,94.577,0,7.401,3.084,55.262,0,0,0,0,0,0,0,0,0,3.599,16.132,0,1.541,0,0,0,33.345,79.561,3.583,0,0,0,12.688,0.709,1.59,295.555,1.437,18.913,3.342,0,0,0,0,0,1.578,0.532,0,0,47.383,0,0
"g105",0,0,0,0,0,0,0,3.084,0,0,329.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0
"g106",0,0,0,2.094,522.23,0,0,0,0,502.059,336.859,0,1.459,0,0,0,0,605.369,0,0,115.277,0,0,0,0,0,945.593,544.589,0,0,0,0,700.645,0,54.159,0,0,1724.749,0,0,0,0,0,84.417,0,0,0,0,494.66,0
"g107",0,0,0,0,0,0,0,3.084,0,52.454,0,0,0,0,0,0,0,0,0,0,162.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.885,0,0,0,0,0,0,0,108.56,0
"g108",225.066,88.664,460.656,517.148,764.84,2547.105,2102.911,171.924,203.001,887.969,380.824,1301.396,7.295,375.429,305.733,1357.381,459.112,1026.899,2389.847,123.443,1613.908,846.511,91.864,168.746,739.674,566.027,922.91,2494.271,1282.152,186.183,299.162,1100.294,248.815,557.453,1186.853,428.862,283.703,312.044,264.827,5.903,3145.05,3471.474,1110.324,4207.856,0,246.56,1087.936,990.219,209.365,2190.554
"g109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.274,0,0,0,0,0,715.917,0,0,0,0,46.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g111",0,0,93.376,0,30.84,0,1.057,3.084,0,4.683,265.49,228.352,7.295,2.478,1.274,0,0.575,3.087,1.799,283.308,137.062,0,0,0,0,0,0,1.791,10.83,3.513,8.685,8.081,2.838,0.795,0.774,57.469,0,1.671,0,0,28.417,0,7.244,254.828,123.786,0,0,18.386,0,0
"g112",0,7.71,10.375,429.212,431.765,6.197,71.895,12.338,112.779,0.937,525.213,4.708,644.856,4.956,780.893,8.706,574.632,970.222,1.799,190.775,1.815,0,528.874,492.044,68.297,1.852,53.695,0,0,0,440.964,1237.595,1184.654,0,4.642,0,73.661,591.609,51.075,0,2181.509,3.96,0,780.263,17.015,385.358,2864.364,0,497.824,1046.504
"g113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994.465,0,0,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0,0,0,8086.937,0,0,0,0,0,0,0,0,0
"g114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g115",0,3.855,338.229,83.749,604.471,6.197,1.057,2103.524,0,0.937,72.182,2.354,1.459,0,0,14.51,954.585,949.413,23.391,32.965,33.585,214.917,2.625,6.308,3.866,311.217,1.768,444.27,7.599,18.443,9.65,13.854,66.684,50.07,2.321,881.329,829.696,35.931,1.731,29.517,1572.47,352.451,136.981,2.367,367.956,3.448,9.159,9.853,13.958,1.267
"g116",514.495,1079.352,79.245,506.679,173.261,4365.164,657.414,367.043,288.07,201.011,392.199,74.838,446.439,391.587,201.274,243.763,647.102,482.984,1378.135,923.191,111.093,100.141,757.852,610.323,424.101,1323.526,186.262,254.38,256.003,486.666,358.029,340.997,12.876,2184.026,0,687.587,582.247,969.263,175.732,598.205,203.655,171.605,198.056,129.371,172.088,646.376,453.328,33.539,0,97.559
"g117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g118",1.571,0,2.075,0,178.874,0,80.353,6.786,113.827,4.534,0,3.531,0,0,160.459,0,0,46.311,11.173,52.603,5.51,0,0,0,195.872,3.705,125.441,0,0,0.878,0,0,122.024,0.755,0,0,1.194,139.552,1.731,1.968,0,15.88,0.296,0,1.452,0,0,0,0,1.267
"g119",206.664,312.252,429.531,508.773,577.742,135.832,1246.634,0,2.256,69.314,38.995,11.771,1693.843,199.486,1453.505,29.019,50.574,729.397,7.197,315.621,285.016,189.497,271.655,381.649,20.618,581.68,303.835,600.123,729.762,50.937,432.337,637.269,326.402,1922.327,415.471,1010.706,70.674,338.415,33.761,102.324,0,657.011,40.172,677.7,840.13,464.671,82.433,1891.762,186.102,26.607
"g120",176.896,50.037,0,12.311,2.056,0,144.308,0,3.383,0,0,6.215,0,1.437,0,0,0.563,0,4.048,0,12.798,0.793,0,0,1.791,0,21.181,0,3.529,0,3.841,0,2.128,0,0,0.74,3.812,1.721,1.021,1.968,0,0,1.877,4.284,2.648,4.647,0,0,0,0.253
"g121",1.416,0,141.102,437.587,207.658,24.787,1.057,6.169,1361.238,1333.715,403.333,0,1.459,106.558,2.548,5.804,1857.441,2248.156,0,987.143,99.846,573.851,1076.121,648.173,756.427,2211.866,571.072,0,1487.915,395.199,638.788,0,0.709,0,582.598,25.078,885.977,1456.481,0,192.842,4617.791,1.32,1.976,185.401,32.435,1151.763,1038.733,0.985,100.805,1037.673
"g122",19.789,4.819,2.781,1.172,3.084,6.383,14.115,6.138,3.677,0,0.796,18.433,4.362,4.746,2.306,5.804,10.529,4.006,133.686,0,5.383,2.519,1.457,0,2.603,7.466,1.909,2.078,0,3.328,8.705,4.145,16.11,10.332,5.965,1.473,11.925,0.861,6.64,42.799,15.156,10.97,0,1.602,6.359,7.224,10.68,1.32,4.637,3.484
"g123",72.191,316.107,159.777,952.641,160.37,2800.923,1321.002,0,463.509,899.21,276.284,150.665,1086.904,403.927,974.523,194.43,11.5,219.985,1.799,487.445,230.046,3433.518,1120.741,176.631,488.391,847.827,381.894,318.943,1141.683,1.756,327.148,1035.632,0,248.617,173.209,109.45,531.55,233.131,0,1.968,1.579,1429.593,3.951,193.291,24.991,466.645,164.033,4.926,296.213,149.506
"g124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g126",1594.061,23.13,120.352,58.624,6.168,768.395,33.833,24.675,327.058,8.43,463.792,7.062,308.218,987.516,84.077,557.172,259.696,2.316,26.989,75.749,727.971,117.858,49.869,863.805,92.781,942.915,1.768,69.865,156.181,1566.683,1166.779,1.154,10.641,423.584,13.153,146.546,515.206,928.344,0.866,15.742,11.051,63.336,1396.812,126.238,6.381,0,8.243,13.794,371.011,5.068
"g127",254.961,7.826,15.521,197.835,492.87,8.49,18.238,128.156,87.595,293.133,0,203.822,5.296,11.87,10.446,0,10.546,7.186,9.824,55.851,17.564,9.182,6.85,11.749,3.067,494.373,339.744,12.504,2.301,3.46,369.079,1187.018,15.77,2.829,8.379,606.592,20.018,4.002,102.452,24.735,9.725,14.6,4.518,9.554,350.265,11.078,2.702,352.213,17.385,20.386
"g128",1.416,0,6.225,1.989,0,1.301,0.983,0,0,1.873,0,0,0,0,2.14,0,0,0.093,0,0,1.189,0,0,0,0,0,0,0,0,0,3.368,0,1.071,0.477,3.474,2.155,2.618,0,1.783,24.243,15.708,24.434,1.337,0.765,0,1.836,0,10.149,0.372,1.381
"g129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g130",0,0,37.35,0,0,0,0,0,1.128,0,0,0,0,0,0,0,0.575,826.627,0,0,0,0,0,0,3.917,0,0,1.809,0,0,0,0,0,0,0,0,0.995,0,1.714,0,0,0,1.976,0,0,0,0.806,0,0,0
"g131",0,11.565,8.3,515.054,4.112,6599.519,451.457,6.169,76.689,78.681,1236.226,4.708,233.432,483.226,1087.899,0,103.906,91.063,28.788,0.701,300.447,0,61.496,137.204,1.289,401.304,2365.619,16.123,17.589,450.527,0.965,26.553,0,0,4.642,45.975,22.894,3.342,0.866,0,0,0,146.853,538.823,0,2.586,0,1.971,1.551,17.738
"g132",5.351,5.166,2.075,2.198,537.958,0,12.307,5.213,454.306,16.823,0.722,23.942,0.452,333.599,1.299,2.902,3.057,580.554,1.799,0,9.74,8.242,10.696,29.712,1.314,0,8.327,8.33,1.895,0,49.053,1.293,3.05,11.739,1.578,2.299,5.325,2.432,0,11.885,2.037,41.515,0,6.966,1.005,0,2.409,6.769,17.292,4.409
"g133",80.684,144.484,180.527,1092.92,289.92,1865.402,136.389,6649.454,1427.371,254.177,82.968,861.076,214.466,1136.201,898.702,493.329,1154.615,178.297,10.796,1137.631,889.541,2.311,800.529,1042.439,139.172,676.601,334.175,1338.041,2.707,459.406,99.399,1287.226,586.638,365.59,1195.24,455.441,207.046,1022.491,1285.976,302.861,655.138,675.413,301.879,2586.117,866.711,64.916,417.772,29.559,17.059,254.059
"g134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g135",4.077,0,7.761,8.71,0,0,3.045,0,8.74,6.294,6.156,4.12,0,0,2.268,0,0.569,4.716,0,2.188,8.396,4.568,8.097,0,1.134,0,7.549,18.147,1.904,0.422,12.574,24.336,11.315,3.545,7.358,3.592,18.634,0,2.995,67.416,1.405,0,11.255,4.868,5.253,9.75,6.164,7.153,10.499,8.818
"g136",9.64,20.239,0,2.115,8.574,12.393,20.279,12.245,1.5,7.297,2.638,3.484,0.759,3.135,3.312,2.873,4.08,5.403,9.68,0.772,5.964,1.556,1.168,1.577,2.036,2.316,2.139,10.963,7.229,0.984,13.067,8.104,3.916,0,6.081,2.162,3.992,3.969,0.866,23.358,12.109,15.26,9.082,1.491,1.515,1.94,1.127,6.444,25.356,29.255
"g137",1888.289,50.115,881.306,1271.012,791.569,439.968,3408.646,4207.48,1070.269,885.759,863.856,806.507,2505.355,1315.663,1659.785,597.799,1413.438,926.226,7.197,2173.267,555.291,671.55,1285.65,1107.098,2284.64,1320.581,811.524,834.224,1737.203,2019.001,2135.552,1063.27,447.972,1016.714,1141.042,1170.535,1010.344,1264.913,1369.496,474.235,7.894,1145.691,1470.531,2225.011,1472.121,720.154,686.944,596.467,614.138,1176.561
"g138",0,917.675,10.375,18.843,139.81,24.787,0,6.169,0,0.937,364.23,251.894,0,403.927,0,2321.55,146.463,0,0,0.701,0.908,0,505.252,0,0,0,1.768,0,0,0,0,1.154,681.016,0,0,0,0,372.675,7.791,0,0,1.32,0.659,0.789,0,2575.088,0.916,0.985,1.551,0
"g139",0,0,4.15,0,28.784,0,0,0,0,0.946,0,0,0,0,17.834,737.092,0.569,2.316,0,0,0,3.081,0,0,0,0,0,0,0,25.468,0,0,4.256,17.485,75.823,0,43.798,0,6.06,3.837,17.366,62.042,0.659,3.282,0,75.865,2.748,2.956,196.958,8.869
"g140",1185.687,212.023,528.966,259.6,1854.573,2265.835,748.583,74.025,956.419,1819.925,531.005,774.868,2146.847,1221.434,1171.989,5033.323,423.859,1567.756,62.975,1296.521,1094.761,3340.587,1210.374,834.44,1475.393,2489.813,2519.702,447.781,1658.869,3273.293,752.778,413.301,2295.723,1099.909,1200.029,3618.302,1698.293,756.279,1651.515,159.41,764.054,1063.017,1110.811,3385.298,878.686,718.99,3460.521,2307.033,1231.703,328.153
"g141",2.831,0,4.15,1.989,4.05,0,2.21,0,0,2.913,0,0,0,2.478,0,0,0,0,7.197,0,0.908,1.541,3.885,0,1.289,0,0,0,0,0,1.93,2.309,4.164,1.59,1.547,3.613,3.972,0,0.866,1.968,1.784,3.089,3.266,2.643,0.532,3.776,1.74,0,6.312,2.534
"g142",247.459,11.565,300.505,31.406,330.279,43.377,1025.409,26.032,569.16,358.26,256.372,42.233,622.914,1264.392,468.803,15.525,4.896,105.265,29.238,438.973,556.135,480.351,175.644,678.453,21.597,561.766,308.414,4.353,1.534,1160.331,23.701,2170.259,334.418,41.63,467.262,165.683,269.906,359.305,79.244,15.172,3737.702,68.312,1.357,0,545.037,10,773.994,2.936,1517.774,148.606
"g143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659,0,0,0,0,0,0,0
"g146",7.078,107.939,1205.591,713.957,261.115,594.886,43.348,237.498,477.053,138.628,9.956,18.833,18.966,8.673,1129.963,1616.379,9.195,13.893,75.569,0,423.893,13.095,1.312,294.422,564.549,1189.332,196.251,8.939,11.732,2568.548,49.217,1141.531,7.129,2071.043,892.111,454.666,57.734,451.68,1.731,670.028,33.153,109.55,749.51,293.849,37.221,385.358,1610.6,25.618,165.941,134.34
"g147",20105.067,20213.709,6325.182,9155.781,15175.872,13080.061,2820.769,12898.031,14860.519,5412.043,10231.849,17995.147,11497.514,8761.222,15974.732,23884.657,6330.416,9517.213,476.807,17672.027,4357.134,13458.153,22629.699,7897.948,3150.704,8515.815,4137.923,7175.622,757.17,9831.989,10795.049,11399.001,6834.886,9997.573,5142.208,12229.614,9615.586,8772.629,4704.123,2953.635,29902.765,15838.857,16207.416,22099.033,6459.129,15767.176,7346.838,10299.45,10776.386,6967.877
"g148",50.958,0,0,0,0,0,0,0,90.223,0,1.659,0,8.754,0,0,0,0,0,0,0,0,0,0,0,0,188.953,0,0,0,0,0,0,0.709,0,0,0,0,0,0,0,789.361,0,0,0,0,0,0,0,0,24.073
"g149",0,17.771,0,1.528,53.744,31.108,0,0,0,0,0,0,0,0,0,76.611,0,0,53.69,20.494,0,0,0,0,0,0,51.45,6.27,33.057,6.042,0,0,0,0,0,0,5.495,0,0,8.678,0,0,1.982,0,57.379,0,0,3.833,0,6.411
"g150",14.155,7.71,14.525,0,2.056,0,0,0,0,0,21.572,0,2.918,22.303,0,0,2.299,0,3.599,301.593,0,0.77,6.562,0,15.27,18.525,208.627,0,0,9.66,4.825,0,0,0,1.369,0,43.798,0,12.119,3.936,3.157,10.56,0,48.914,11.698,374.151,0,0,0,34.209
"g151",0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,177.07,0,0,0,0,0,0.908,181.023,0,0,0,0,0,0,0,0,0,4.618,168.128,0.795,0.774,0,1.991,0,0,0,0,0,0,0,0,0,0,0,0,0
"g152",154.29,7.71,63.973,198.903,1305.574,1772.327,1242.299,6.107,117.29,1325.463,405.714,426.077,23.343,239.135,458.548,618.113,337.35,2726.471,1.799,6.312,178.398,795.724,77.428,2179.454,1.289,364.68,203.323,0,0,1033.928,219.064,895.871,430.62,34.175,1605.372,0,1314.87,275.746,0.866,0,0,279.849,34.245,136.006,0,2432.161,765.988,0,682.376,97.635
"g153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g155",0,0,0,0,0,0,14.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.117,0,0,0,0,0,10.332,0,0,0,0,0,0,1.579,0,0,267.869,0,0,0,0,0,0
"g156",103.403,0,0,0,222.873,0,0,0,0,0,0,0,788.286,16.095,160.917,0,27.011,0,0,42.111,0,0,2.625,0,0,0,146.746,0,0,0,1.93,0,11.35,0,48.449,0,0,0,477.904,0,0,1056.351,0,0,0.532,0,0,6.897,0,0
"g157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g158",0,0,12.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g159",0,0,39.426,27.218,0,0,19.031,0,0,0,0,9.417,0,1.239,0,0,0,0,57.613,0,0,0,0,0,95.359,0,0,42.886,0,0,0,1.154,0,0,0,0,0,19.219,0,0,257.332,186.126,1.976,0,0,39.872,0,0,0,15.204
"g160",16.986,0,5.146,0,4.112,0,1.057,0,2.256,10.257,0,30.604,0,26.02,0,55.137,0,10.806,0,0.701,0.908,0,0,250.8,12.886,0,0,87.779,0,0,0,0,0,0,0,0,0,9.192,0,0,92.529,25.081,0,33.42,0,12.069,0,0,0,0
"g161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g162",1.416,26.985,37.35,560.99,90.465,12.393,17.974,225.099,25.939,2.81,1.659,7.062,4.377,4.956,45.911,23.215,100.573,0,0,167.328,31.787,3.852,0,1.577,559.176,20.377,47.737,760.114,0,0,433.37,6.927,10.641,0,96.032,0,12.94,2.507,141.832,0,3.157,109.63,0,239.846,33.265,296.941,0.916,8.868,17.059,1336.735
"g163",0,3.855,143.177,20.937,4.112,24.787,77.192,24.675,11.278,7.493,31.528,2.354,331.182,120.645,433.122,2.902,0,0,0,99.596,0,16.177,0,0,155.924,0,0,21.497,0,0,0,0,185.153,822.577,393.126,0,0,5.849,0,0,66.306,19.801,0,0,0,292.251,0,0,0,5.068
"g164",285.933,3.855,668.138,707.928,345.247,179.643,10.573,24.675,623.733,404.644,352.499,1325.22,949.777,623.238,3312.068,118.979,74.711,424.525,120.551,1098.522,398.478,3000.872,1203.392,1569.178,1240.952,35.197,1720.342,57.325,36.099,2410.099,924.564,94.667,330.58,128.711,560.935,997.805,1011.489,485.664,344.538,578.901,1018.228,3203.571,61.905,249.305,1072.581,146.557,1135.757,144.257,609.485,848.89
"g165",0,0,0,0,0,0,1.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0
"g166",904.439,1507.292,701.359,780.977,957.51,24.787,1374.659,652.534,702.611,974.013,354.042,42.375,398.308,665.365,1020.09,1578.654,1973.806,609.761,1282.773,503.752,393.776,1572.93,1894.944,620.622,533.493,1372.691,1223.474,1883.776,1023.406,24.59,593.489,1263.04,456.144,113.651,734.252,310.332,568.918,781.272,554.031,283.36,157.872,575.486,677.003,2528.272,803.388,274.147,634.04,1289.452,302.416,948.945
"g167",0,0,10.375,0,0,0,306.61,15.422,0,41.214,0,0,0,0,25.478,0,0,0,0,0,0,0,0,96.201,0,0,0,0,0,0,201.789,0,0.709,0,0,27.003,0,0,0,0,0,0,0,0,1.079,0,0,1916.729,0,0
"g168",92.051,53.97,0,0,0,0,0,3.084,40.42,0,0,0,11.672,0,0,0,1.724,0,7.197,0,35.4,0,0,0,27.061,0,0,0,0,0,0,386.748,0,0,0,0,3.982,0,0,0,0,3.96,0.659,226.252,99.832,0,0,0,1.551,249.523
"g169",0,15.96,14.297,12.269,10.321,55.895,7.824,20.141,7.466,5.62,7.99,25.966,9.279,4.969,5.834,8.938,15.574,4.477,78.106,3.963,9.431,6.278,1.339,25.312,6.392,4.835,14.533,7.309,15.234,0,2.191,22.916,6.186,6.565,5.122,4.202,3.534,5.239,1.792,33.433,53.234,7.207,9.99,6.043,4.44,4.517,12.383,1.212,22.472,7.703
"g170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g172",0,3026.149,126.577,0,0,6.197,66.608,0,5.639,4.683,3.319,1595.735,1.459,1.239,0,0,4.023,345.016,5.398,238.462,20.332,1.541,0,0,421.382,0,81.329,0,185.908,0,2.895,0,14.188,18.391,1.547,0,1.991,10.863,19.91,0,1.579,1.32,4.643,104.14,0.532,0,0,67,0,5.068
"g173",73.606,15.42,45.651,278.339,12.336,0,2.115,0,0,0,73.842,0,1.459,0,20.382,0,8.373,129.408,0,0.701,54.407,0,78.701,3.154,0,683.604,0,0,0.902,0,0,18.472,30.504,92.192,0.774,20.114,0,106.956,13.842,0,0,80.509,0,3.945,1.063,355.193,0,40.397,4.653,137.013
"g174",0,0,0,0,0,0,0,0,82.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g176",0,3.855,8.3,341.276,76.073,0,13.745,0,0,0,1.659,7.062,191.123,726.029,68.79,5.804,0,0,0,2.104,0,929.05,0,1006.166,0,1.852,1.768,0,213.885,0.878,6.755,3.463,458.981,2184.002,246.038,1346.9,0,108.627,2.597,43.291,0,1.32,0.659,16.568,0,39.657,139.239,2.956,7.754,0
"g177",1.43,7.633,13.84,2.827,0,0,1.385,0,3.383,0.927,0,39.456,0.525,2.478,0,0,0.563,0,7.503,0,2.378,1.541,1.837,2.728,1.302,0,6.1,3.35,0,1.783,2.017,0,4.547,2.178,1.3,3.642,0.856,0.819,1.688,20.229,4.815,17.517,2.647,1.176,0,0.862,0.916,2.552,3.164,0
"g178",70.775,30.84,726.26,967.297,265.227,12.393,16.916,9.253,1167.258,889.449,251.394,7.062,1403.176,1411.268,845.861,66.745,51.723,31.646,19.792,0.701,545.534,57.773,509.189,181.362,1815.682,526.106,1918.45,618.592,1525.033,541.862,23.161,1445.4,211.415,642.922,779.196,728.958,1296.824,335.073,1220.461,255.811,3091.121,451.243,73.1,1118.111,690.566,1159.531,1283.211,22.662,1172.476,814.807
"g179",0,0,1.079,0,0,0,0,0,0,0,0,0,1.459,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866,0,0,0,0,13.917,0,0,0,0,0,0
"g180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g181",28.31,0,2.075,66.999,0,0,0,3.084,6.767,128.325,126.112,2.354,0,112.753,5.096,922.816,35.057,2.316,7.197,0,23.6,0,0,0,0,0,0,1.791,0,0.878,0,0,0,1.59,0.774,0.718,15.927,0,0,0,1.579,5.28,0,0,280.752,0.862,1.832,0,13.958,302.813
"g182",34.892,0,4.15,27.218,2.056,6.197,29.604,0,19.172,23.417,0.83,216.44,1.371,0,44.586,2.902,11.494,200.133,1.799,0,0,231.093,0,0,18.028,0,99.009,50.303,0,0.905,0,32.325,69.521,0,31.722,0,6.968,30.917,0,57.066,0,13.2,0,25.246,7.976,0.862,30.226,0.985,0,0
